Id,Count
w_28589bc,4
w_5072c08,1
w_bd4e5dd,4
w_abfccb7,2
w_b60e861,1
w_08d62ee,10
w_5665c80,5
w_1032fa3,4
w_95c932d,3
w_984bb5c,2
w_3f5e8d7,1
w_6aab519,7
w_26aeb61,1
w_b3b887d,1
w_0718183,9
w_07cc9c2,3
w_659bdb8,19
w_e966f36,16
w_f602022,12
w_7d8c37c,5
w_f4af291,1
w_6ebed02,5
w_cef693e,4
w_2df37cc,6
w_286d2cc,2
w_fbcfe1a,3
w_a0265bd,2
w_fcdda4c,1
w_07125ed,4
w_9593412,1
w_d6d89ed,6
w_3a333ae,1
w_5645ed1,9
w_f35e494,5
w_bece5a4,2
w_88e4cbf,1
w_b397217,5
w_90abfeb,6
w_00904a7,11
w_49ee8e0,1
w_3815890,21
w_a586dce,10
w_bdfd856,1
w_45df6b0,2
w_5a3cd6d,3
w_093d284,5
w_f7234f1,1
w_9732911,3
w_dc642b6,2
w_836581c,4
w_d6d2e4f,1
w_a2f8488,10
w_df34804,3
w_34afc43,2
w_aa3489d,4
w_2694603,2
w_0a87ea4,5
w_12e8dc7,2
w_adedd1f,4
w_5510cf3,5
w_f9707a7,1
w_1666216,2
w_416168a,2
w_4344f5e,4
w_d5e0aba,1
w_f6c5343,17
w_fb3959d,3
w_352445a,2
w_ee318d3,1
w_f66ec54,11
w_5821157,7
w_fccac74,3
w_b3cfa1d,6
w_3b03149,15
w_9fc06d4,8
w_61b9586,6
w_522e959,1
w_8fd3810,3
w_3cb4838,2
w_ee2a1e0,2
w_ac2c28e,11
w_c01c1f4,17
w_789c969,45
w_ec7f1b3,3
w_733f661,17
w_91dd720,2
w_aa0dacc,12
w_1f7c696,5
w_6c2aa5f,1
w_749dffd,5
w_0f25e3c,1
w_25e04d9,1
w_5591cd8,1
w_f648d33,7
w_e6d46e4,2
w_b9d5945,10
w_0f0f15c,2
w_f1d2222,2
w_8b61e65,1
w_0b3e0e6,3
w_4df6c4b,1
w_e64d9d1,1
w_982f0b3,1
w_c85ff1e,6
w_9da1811,21
w_17b0d3a,33
w_857cb95,6
w_13aa123,12
w_274d994,7
w_6ae4956,5
w_7ca2a9b,1
w_d9d1e17,2
w_f437f82,8
w_53276a1,3
w_d49d4d7,2
w_9de2647,1
w_5325f8a,2
w_be4f189,13
w_ea7bbc6,1
w_d64c2ec,1
w_2f1488c,10
w_37e61c2,6
w_274397d,2
w_9e18daa,1
w_ad6a6ca,4
w_e0b6a42,1
w_789e0e6,1
w_f4e69f1,3
w_8f1069a,12
w_f61b957,22
w_26c0ffd,15
w_5031cac,1
w_0f466a5,6
w_ac0f6c4,3
w_c158581,5
w_60cf87c,22
w_446a02d,10
w_7a91862,4
w_3ec7fa2,6
w_dc23fbc,5
w_e21819b,2
w_fec5547,4
w_a48fa24,1
w_6643fe8,2
w_4776fc5,3
w_1f0cf0a,18
w_98fc82f,2
w_69c06ad,8
w_4516ff1,21
w_650f587,3
w_f4f3715,1
w_8340caf,2
w_1e283bb,4
w_9b69214,6
w_e568f47,2
w_686c0b3,1
w_685d7a7,1
w_066ddc5,5
w_3e59d84,1
w_f08fb81,3
w_dfe485f,3
w_9b3076d,7
w_df81c5d,2
w_4a8a4c9,2
w_4d61be5,1
w_a33d1c0,1
w_cc00be9,2
w_00656c0,2
w_dd677ef,1
w_9142b9c,2
w_8a1786f,9
w_748290a,7
w_6d8b67b,2
w_7ba6d48,5
w_27a6304,9
w_c10fcb2,3
w_e014c37,1
w_b26e855,1
w_21b2790,6
w_2d6596f,7
w_072179d,1
w_26f7c39,3
w_7fcf284,1
w_94595ec,1
w_0637181,3
w_a7d01cb,2
w_420dafb,1
w_0a84ac5,2
w_89f0c48,2
w_1f1cee1,10
w_63ea6fd,3
w_f01ade6,2
w_b4841bd,2
w_0c5f019,5
w_4678fbb,3
w_c7a8a7f,1
w_7d34a32,1
w_df32eec,13
w_e19c1d6,4
w_3a34d6f,4
w_94e8c02,2
w_cd99382,4
w_2e4cb98,7
w_9957aed,2
w_e329a65,1
w_38de45d,6
w_4fa0ba1,3
w_fbebe60,1
w_981075b,1
w_acba807,4
w_593949b,4
w_7432816,5
w_4c18cce,2
w_aaf3463,4
w_b0446cd,1
w_d395243,3
w_5482351,3
w_f39c242,1
w_7d6527e,5
w_7d8c36f,2
w_9a9a2c8,8
w_b6ad668,3
w_9032a74,7
w_cd4cb49,24
w_e4d305b,3
w_494c72d,3
w_15d12c7,1
w_074530d,2
w_78e6713,1
w_c734fa4,6
w_022b708,10
w_9a5bb2d,3
w_f3d2e31,4
w_ee57fc5,2
w_d77337e,2
w_4b143db,2
w_7aea0b8,10
w_7d44896,19
w_5d1b1a7,9
w_3aa8e97,2
w_f7cd240,12
w_8c25681,31
w_bde88d5,1
w_a6a732d,13
w_8f38839,3
w_7c77c5c,12
w_3057209,9
w_0f4d4ac,2
w_5b3289c,2
w_519a081,2
w_8cb5e04,3
w_dc56028,3
w_34120de,11
w_4cf5e29,3
w_ec4bcf9,4
w_2059146,2
w_fd6a3ad,30
w_ed07656,1
w_f3179b3,1
w_45e277d,3
w_8cbe62a,2
w_9adf29b,2
w_2812e0d,3
w_5390260,3
w_28218e1,7
w_12cc52d,17
w_26923f7,1
w_06619ff,2
w_264c2e1,2
w_a8d89df,4
w_f3b6937,1
w_3209f9e,2
w_8b943ef,2
w_81aa796,1
w_ebfbdda,1
w_0ad1734,1
w_f91aeec,2
w_966f46a,3
w_3bf2653,9
w_bef0a5d,5
w_36bbd71,17
w_8f65356,1
w_b524f96,3
w_8cfabed,6
w_cd2d796,1
w_ec98537,4
w_cded134,2
w_b48de8c,2
w_4801beb,5
w_9f2cfff,3
w_491bdcb,1
w_e19a641,8
w_588f349,4
w_7122684,2
w_955bfe2,10
w_1932830,2
w_68eaf36,6
w_abd456f,4
w_b3cc7b3,11
w_3f213d5,1
w_c6b05f1,2
w_ae8982d,12
w_9287505,4
w_0887d9b,14
w_6fce84d,8
w_ab7c369,20
w_d2b7856,1
w_a6d6964,3
w_5a2634c,37
w_9d86594,16
w_0714a46,3
w_57db059,10
w_e27bbf6,19
w_98cc97d,4
w_98a87a6,2
w_84c23bb,2
w_53d6a5e,1
w_98f2705,9
w_928ec6c,1
w_e6325d7,3
w_12fdac7,5
w_5bf792a,6
w_51fc1fc,30
w_4312b77,3
w_1efbb8e,4
w_53ce2e1,4
w_14b1427,4
w_73d71d2,11
w_10f3b75,2
w_e4b4611,2
w_c014421,1
w_c1d2d7f,2
w_d1207d9,3
w_553d3d0,4
w_bcba9e8,3
w_c5260b8,9
w_8c959a6,4
w_b02ac52,6
w_02545ea,2
w_6cb7724,2
w_b35b19d,3
w_1fe6c6e,2
w_88aca21,5
w_a88f2c1,8
w_b535cbd,1
w_28c330c,10
w_27272a5,3
w_4fadedd,6
w_2ec0a71,4
w_84d832d,2
w_b2606f3,3
w_916c746,1
w_ab44ae4,9
w_21a7dac,1
w_57acd97,6
w_a76f0b7,1
w_85d9229,6
w_2645f4d,7
w_cf25b84,2
w_f64d347,3
w_cb0aaf0,4
w_a548534,1
w_81d4bd6,7
w_6a1280c,5
w_185bc11,1
w_817d53c,7
w_b330c85,7
w_6dc5981,1
w_e819d10,3
w_80f481f,6
w_9353e7c,5
w_0df7caf,3
w_ec64e27,2
w_4dcc907,1
w_414d441,2
w_ce8906f,1
w_fbfe96b,6
w_afcf807,2
w_bb4f52e,7
w_591a2c5,15
w_06a10b4,6
w_3214120,1
w_ae393cd,17
w_fb9392c,1
w_68465c0,1
w_4661aac,2
w_5010896,4
w_1e1e5d9,3
w_7cd0b86,1
w_fc83ab4,4
w_4e87672,2
w_14330a0,12
w_e2372d6,18
w_bfe77d0,20
w_32043b0,2
w_731fe92,2
w_b9d732d,4
w_711765a,2
w_c183657,4
w_22e82fa,1
w_6920fb7,2
w_9e3859e,3
w_cf1e889,3
w_7348ed5,4
w_60f11fb,5
w_8305a19,1
w_c865cfd,2
w_84b255f,2
w_0d11fa9,1
w_c148ab4,2
w_5c57f77,1
w_551165a,5
w_e26eb46,5
w_010f858,5
w_cfae8d8,5
w_f57140c,5
w_06471d5,4
w_fc6f897,1
w_aea4301,1
w_5077be0,3
w_e25b062,6
w_15805cd,12
w_a3d2008,2
w_a61a47c,3
w_f59bb62,2
w_c797292,2
w_39ea8fa,1
w_e4502b3,3
w_a7e3d55,3
w_4e33dc8,1
w_06935ed,2
w_c0d8dcd,1
w_eba33fb,19
w_e73cce3,4
w_5966e55,1
w_f442602,2
w_c1d2fbe,13
w_bd1c3d5,12
w_b9c99cc,12
w_0db234e,4
w_be28cde,1
w_293431f,5
w_099bcbc,1
w_4fa2f05,1
w_46e198f,2
w_62ecd30,1
w_efbdcbc,22
w_f58da65,2
w_a32ff7f,2
w_f2e561e,2
w_df6efd0,1
w_cd645e4,1
w_1920193,1
w_f0663e5,2
w_c058057,7
w_298f605,3
w_733e9cc,1
w_10bb1ba,3
w_76ad1d2,3
w_fdcaaa8,7
w_5ce9577,2
w_cf88f4b,5
w_0a3255c,1
w_c178f34,3
w_335bdd1,2
w_77c86af,8
w_bd9f354,2
w_3e9dc66,2
w_1483be2,1
w_2652d72,1
w_b4fe6b0,4
w_f992eae,4
w_87ed7a9,1
w_7a61cb2,2
w_2af46a8,8
w_c9634dc,2
w_c84b36b,2
w_6d8fad3,2
w_3ac9d34,1
w_4b5ade3,1
w_e1ffbe2,23
w_e16924b,2
w_910831a,5
w_27d6aac,3
w_3002b59,11
w_242fb46,23
w_02c7e9d,5
w_807f02e,2
w_cf9055c,3
w_c0b01ea,3
w_d066f46,19
w_88445b2,8
w_9b565fa,2
w_1419d90,7
w_ec7e60a,2
w_c5dbf98,2
w_e4a9205,6
w_4c0a2c9,5
w_68bb40f,2
w_c9ea055,1
w_8e88f4f,5
w_2eec458,3
w_e0f37d9,1
w_3b5aee2,1
w_169a302,2
w_c566a3d,6
w_7b703d1,1
w_0b10e7c,4
w_428ca58,2
w_780c931,2
w_3982e1e,1
w_f2fd557,1
w_d494351,13
w_86d0c34,1
w_c3c0d22,4
w_2f74ff3,9
w_e3fb839,1
w_fa11a3f,1
w_4f8332a,2
w_b1a3345,2
w_971d191,2
w_b96391f,2
w_67153b4,5
w_a113b33,20
w_b18df25,4
w_6c995fd,7
w_0fedd59,1
w_b433be9,3
w_0af3867,1
w_c55c51d,11
w_721e78f,1
w_8fda8b2,1
w_d285a7a,1
w_95a5270,2
w_21fd105,2
w_69a58b2,3
w_a165159,2
w_835a1eb,2
w_752ffa2,3
w_5101888,4
w_8f2943e,2
w_9b89c88,6
w_c4f01e2,1
w_2f94559,2
w_3309cbd,3
w_fe15413,6
w_dc94d80,1
w_81d1ff9,3
w_90fb95b,7
w_0d98e43,1
w_67fa427,1
w_59088ff,3
w_d7aad03,5
w_0fdde23,1
w_03ea6f9,1
w_d236b51,8
w_4e63f7a,4
w_5f54045,5
w_afb4a42,3
w_9f2fb13,1
w_b7cf3f5,3
w_9eb2d2a,8
w_75f6ffa,24
w_263fcb0,6
w_72ab123,2
w_70e9661,7
w_5e5fec6,1
w_9697236,6
w_14461a7,2
w_94f4850,1
w_6279534,8
w_6ca173f,5
w_8003858,12
w_902d8ef,1
w_9072933,1
w_7d06258,1
w_6a8bad9,3
w_93d7617,2
w_1daae48,1
w_61d48c9,2
w_1af6b9a,4
w_2856c57,1
w_b2af5eb,2
w_7c718f4,1
w_6fc8edc,4
w_d97c490,11
w_9227ca2,2
w_3feca90,4
w_b6de8e1,1
w_15bf4be,2
w_3a63e33,5
w_ec0e6ed,5
w_8d0a2a2,6
w_fa8c44c,5
w_6e97ef4,15
w_48619b3,4
w_be3f623,3
w_ca11f46,4
w_dab2353,1
w_9cc2050,1
w_2ed0d2f,7
w_6e0afa2,2
w_7d724a2,2
w_d52a837,3
w_1006b9c,4
w_de3713f,2
w_75d4e65,2
w_193f83c,2
w_e8c5ff0,10
w_e022d1b,3
w_2112103,3
w_7983f71,3
w_533f9ea,5
w_0749e87,2
w_f16afc2,1
w_96c6613,6
w_9a1a810,14
w_3cd4d35,4
w_8c83452,2
w_79e750b,2
w_6d43e1d,7
w_7830b52,2
w_87e5b68,7
w_872f131,9
w_dbf6385,3
w_efc0825,5
w_d0fd41c,3
w_8beb9f1,3
w_cfcace7,3
w_54e7b40,5
w_84b1b28,1
w_cbd2194,2
w_1ff168e,4
w_b3df6bf,3
w_3e6cee1,1
w_19f365e,3
w_c63c580,8
w_00d50c9,6
w_06d2e72,9
w_c2de607,1
w_e533679,2
w_8e1cf61,2
w_63d6920,1
w_37bc202,3
w_e01ca20,9
w_f0e9af7,4
w_b9ee9d1,7
w_bb56867,2
w_f9eb808,2
w_4f6b509,4
w_05d65b9,3
w_560305a,2
w_0bc078c,24
w_cf5e3ee,4
w_2b069ba,48
w_1257748,1
w_b7411e8,2
w_26b24d4,3
w_0a619af,10
w_6eb10d2,3
w_7351540,2
w_e13f4e8,7
w_3283995,3
w_eec42d0,2
w_cbf576c,1
w_9b171a8,2
w_b785729,1
w_85a8d47,1
w_ebdc496,2
w_f57fb81,1
w_fd98539,3
w_0277a07,2
w_112d2f8,1
w_1e9caad,5
w_bdea26c,3
w_c1efffb,11
w_b93105d,6
w_5c028f2,2
w_faf5287,5
w_350bfd5,1
w_e66ced8,4
w_a7067d1,4
w_be1f602,6
w_1a70f3a,8
w_fc6dd24,7
w_09bd7e8,3
w_2902e69,1
w_d9f8641,5
w_be1dbc1,1
w_a053e56,2
w_a33ed90,2
w_3c4b1d0,2
w_6b1d160,5
w_186d294,3
w_f5bf6df,6
w_ec32fa6,11
w_9f02ca1,2
w_ed29ffe,2
w_3c966be,1
w_b6863f6,1
w_1c55cc3,1
w_c063530,1
w_c99807e,2
w_6ad771b,5
w_2424e82,2
w_80124ae,6
w_97074d8,1
w_007fefa,17
w_0833a92,4
w_0ce0555,2
w_ca7089b,2
w_72019ec,1
w_b34830b,4
w_640a24a,5
w_e07b79f,15
w_af520bd,3
w_6cb1882,2
w_8e3a722,3
w_c2c20eb,5
w_1d532b4,9
w_6e7763b,4
w_d3e4d19,1
w_7ff9682,3
w_d4e9763,1
w_a69f0ee,1
w_586abcf,2
w_a8a52de,2
w_2e29743,3
w_252d315,2
w_f6a5edf,1
w_68f23a1,3
w_50c4067,3
w_580ba51,4
w_cffd90e,1
w_32de0c5,2
w_56e52fb,1
w_09e51f8,1
w_efa6b4a,4
w_9634512,1
w_56ed74d,1
w_61e4248,1
w_cdd2642,2
w_8092f18,5
w_84a32d1,3
w_7edfc70,3
w_dba1c08,4
w_e107383,2
w_0815d2c,8
w_1ecca2d,5
w_8d4c9f7,4
w_b00d1a7,1
w_ecb61a0,2
w_e8b82f6,2
w_c7d8935,2
w_d909f72,2
w_4b8638b,2
w_1dc7d3a,2
w_2623921,3
w_187de67,2
w_4b1a9b1,3
w_003bae6,8
w_d3b1733,9
w_32da935,8
w_e8c45dd,2
w_d1c9d7e,1
w_04d4568,6
w_7fe4082,3
w_56c9d4e,3
w_81691be,2
w_60a54be,7
w_3c254c1,1
w_cbda0d3,5
w_5ea7acf,2
w_80729eb,1
w_625e590,10
w_428f3c0,1
w_eaed433,12
w_94af7fd,2
w_454f511,8
w_57aeea3,11
w_02aa597,8
w_4e00a18,1
w_d8cb231,3
w_ce16eea,1
w_4554dcd,1
w_0a0b4c6,1
w_ba3c7af,1
w_07768b0,11
w_0a8e080,3
w_88b3466,7
w_038e5c3,1
w_ea05006,6
w_c2372df,3
w_b0d1046,1
